en_lemma	total_freq	action	eo_root	eo_word	eo_gloss	component_roots	proposed_tier	cefr	alt_candidates	flag	notes
starve	1	NEW	malnutr	malnutri	to starve		1	A1	malnutriĝi, malsategigi, malsatigi, malsatmorti	ok	
stash	1	NEW	kasaj	kasajo	stash, something hidden, something concealed		1	A1	stapli	ok	
steadily	1						1	A1		no_match	
steamy	1						1	A1		no_match	
stethoscope	1	NEW	stetoskop	stetoskopo	stethoscope		1	A1		ok	
stinky	1	NEW	stink	stinka	malodorous, smelly, stinking, stinky		1	A1		ok	
stirrer	1						1	A1		no_match	
stopper	1	NEW	kork	korko	cork, stopper		1	A1	ŝtopilo	ok	
strangely	1	NEW	bizar	bizare	bizarrely, strangely		1	A1	fremde	ok	reclaimed from proper_noun — confirm not a name
streak	1	NEW	strek	streki	to cross out, draw, make a stroke, draw a line, streak, trace		1	A1	streko	ok	
stretchy	1						1	A1		no_match	
strew	1	NEW	disĵet	disĵeti	to (broad)cast, scatter, strew		1	A1	dissterni, ĵetkovri, surŝuti	ok	
strive	1	NEW	penad	penadi	to strive		1	A1		ok	
stub	1	NEW	kupon	kupono	coupon, stub		1	A1	cigaredostumpo, stumpo, ŝtopaĵo	ok	
stuffy	1	NEW	filistr	filistra	stuffy, philistine		1	A1	malfreŝaera, premaera	ok	
stun	1	NEW	svenig	svenigi	to drug, intoxicate, stun, stupefy		1	A1	duonesvenigi, senkonsciigi	ok	
styling	1	NEW	stildifin	stildifino	styling, styles	stil+difin	1	A1		compound	
stylish	1	LINK	stil	stila	stylish		1	A1		ok	
suave	1						1	A1		no_match	
submerge	1	LINK	ban	bani	to bathe, rinse, wash (over), submerge		1	A1	mergiĝi, profundiĝi, subakvi, subakvigi, subirigi	ok	
subside	1	NEW	mallev	mallevi	to abate, lower, let down, subside		1	A1	kvietiĝi, malŝveli, malŝveligi	ok	
subtract	1	NEW	depren	depreni	to deduce, deduct, take away, take off, subtract		1	A1	elpreni, subtrahi	ok	
summertime	1						1	A1		no_match	
sunbathe	1						1	A1		no_match	
sunbeam	1	NEW	sunradi	sunradio	ray of the sun, sunbeam	sun+radi	1	A1		compound	
sunburnt	1						1	A1		no_match	
sunnier	1						1	A1		no_match	
suprise	1						1	A1		no_match	
surf	1	NEW	surf	surfi	to (web)surf		1	A1	foliumi, marŝaŭmo, ondofrapado, ondoresalto, paĝumi	ok	
surfer	1	NEW	retumant	retumanto	cybernaut, internaut, net user, surfer		1	A1	surfrajdanto	ok	
surge	1	NEW	hul	huli	to surge		1	A1	hulo, ondadi, ondego, ondiĝi, pliigo	ok	
surprised-	1						1	A1		no_match	
suspend	1	NEW	haltet	halteti	to sleep, suspend		1	A1	elpendigi, paŭzigi, pendigi, prokrasti, suspendi	ok	
suspiciously	1	LINK	suspekt	suspekte	suspiciously		1	A1		ok	
swarm	1	NEW	amas	amaso	accumulation, body, crowd, heap, mass, multitude, pile, swarm, hoard, mob, throng, troop		1	A1	kundividantaro, svarmi, svarmo	ok	
sweeter	1						1	A1		no_match	
swingset	1						1	A1		no_match	
swordfighte	1						1	A1		no_match	
sympathetically	1	NEW	kunsent	kunsente	sympathetically		1	A1	kondolence, simpatie	ok	
takin	1						1	A1		no_match	
tapestry	1	NEW	tapet	tapeto	tapestry, wall covering, wallpaper		1	A1	murtapiŝo	ok	
tart	1	NEW	acid	acida	acerbic, acid, sour, tart, acidic		1	A1	acerba, acideta, adstringa, agaca, agaciga	ok	
teary	1						1	A1		no_match	
teasier	1						1	A1		no_match	
tender	1	LINK	mol	mola	gentle, soft, tender, minor (music)		1	A1	adjudiko, aljuĝado, amema, dolĉa, laborenskribo	ok	
terror	1	NEW	teror	teroro	terror, reign of terror		1	A1	teruro	ok	
tester	1	NEW	testil	testilo	tester		1	A1	elprovilo, testisto	ok	
thaw	1	NEW	degel	degeli	to melt, thaw		1	A1	degelado, degeligi, degeliĝo, degelo, malfrostiĝi	ok	
thimble	1	NEW	koŝ	koŝo	thimble		1	A1	figringo, fingringo	ok	
things-	1						1	A1		no_match	
thinkin	1						1	A1		no_match	
thirst	1	LINK	soif	soifi	to be thirsty, thirst		1	A1	soifo	ok	
thistle	1	NEW	kard	kardo	thistle		1	A1		ok	
thorn	1	NEW	dorn	dorno	thorn, prickle, spine		1	A1		ok	
thoroughly	1	LINK	fund	funde	from A to Z, thoroughly		1	A1	ĝisfunde, ĝiskore, radikale	ok	
thoughtfully	1						1	A1		no_match	
thrive	1	LINK	vigl	vigli	to flourish, thrive		1	A1	prosperi	ok	
throne	1	NEW	tron	trono	throne		1	A1		ok	
thump	1	NEW	bateg	bategi	to belabor, maul, thrash, thump		1	A1	frapegi	ok	
thunderbolt	1	NEW	ekfulm	ekfulmo	flash, thunderbolt		1	A1		ok	
tighter	1						1	A1		no_match	
tightness	1	NEW	streĉitec	streĉiteco	tightness		1	A1		ok	
tile	1	NEW	kahel	kaheli	to tile		1	A1	kaheligi, kahelo, tegoleto, tegoli	ok	
timely	1	NEW	ĝustatemp	ĝustatempa	opportune, seasonable, timely, punctual		1	A1	ĝustatempe	ok	
tin	1	NEW	lad	lada	sheet metal, tin, tin plate		1	A1	ferlada, ferlado, ferskatolo, lado, ladskatolo	ok	
ting	1						1	A1		no_match	
tingly	1						1	A1		no_match	
tinkle	1	NEW	tint	tinti	to chink, clink, jingle, tinkle		1	A1	tintigi, tinto	ok	
tippy	1						1	A1		no_match	
tiptoes	1						1	A1		no_match	
toad	1	NEW	buf	bufo	toad		1	A1		ok	reclaimed from proper_noun — confirm not a name
toaster	1	NEW	panrostil	panrostilo	toaster	pan+rost	1	A1		compound	
toddle	1	NEW	paŝet	paŝeti	toddle, trip		1	A1		ok	
tokens	1						1	A1		no_match	
topping	1						1	A1		no_match	
topple	1	LINK	fal	fali	to drop, fall, topple		1	A1		ok	
tore	1						1	A1		no_match	
tow	1	LINK	tir	tiri	to drag, draw, haul, pull, tug, tow		1	A1	haŭli, posttreni, remorki, stupo, treni	ok	reclaimed from proper_noun — confirm not a name
traverse	1	LINK	trair	trairi	to cover, go through, pass through, perambulate, traverse		1	A1	trapasi, traverso	ok	
treasue	1						1	A1		no_match	
trek	1						1	A1		no_match	
trigger	1	NEW	ĉan	ĉano	hammer (of a gun), trigger		1	A1	baskulo, ekagigi, ekagilo, ekkaŭzi, ekruli	ok	
triumph	1	NEW	triumf	triumfi	to triumph		1	A1	triumfo	ok	
triumphant	1						1	A1		no_match	
trolley	1	NEW	trole	troleo	trolley		1	A1		ok	
troublesome	1	LINK	ĝen	ĝena	inconvenient, nasty, troublesome, troubling		1	A1	aflikta, embarasa, malfacila, trudiĝema, zorgiga	ok	
trundle	1	NEW	rulil	rulilo	roller, truckle, trundle		1	A1		ok	
truthful	1	NEW	verem	verema	truthful		1	A1		ok	
truthfully	1						1	A1		no_match	
tutu	1						1	A1		no_match	
twirly	1						1	A1		no_match	
ufo	1	NEW	nif	nifo	UFO		1	A1		ok	reclaimed from proper_noun — confirm not a name
ultimate	1	LINK	last	lasta	hindermost, last, ultimate		1	A1	finfina, kulmina, pintega, pleja, ultimata	ok	
unattended	1	NEW	senasist	senasista	unattended		1	A1		ok	
unbelievably	1						1	A1		no_match	
unclean	1	NEW	malpur	malpura	dirty, filthy, nasty, soiled, unclean, foul, impure		1	A1		ok	
undress	1	NEW	nudig	nudigi	to undress, strip (someone, something)		1	A1	malvesti, malvestiĝi, negliĝo, senvestigi, senvestiĝi	ok	
undye	1						1	A1		no_match	
unfreeze	1	NEW	malfrostig	malfrostigi	to unfreeze		1	A1		ok	
unhook	1	NEW	dekroĉ	dekroĉi	to unhook		1	A1	malkroĉi	ok	
unhooked	1						1	A1		no_match	
unicorns	1						1	A1		no_match	
unimportant	1	LINK	negrav	negrava	immaterial, unimportant		1	A1	malgrava	ok	
unity	1	LINK	unu	unuo	unit, element, unity		1	A1	unueco	ok	
unlucky	1	NEW	malbonŝanc	malbonŝanca	unlucky, unfortunate		1	A1		ok	
unnoticed	1	NEW	nerimarkit	nerimarkita	unnoticed		1	A1		ok	
unpackinng	1						1	A1		no_match	
unpleasantly	1						1	A1		no_match	
unstuck	1						1	A1		no_match	
unwind	1	NEW	disvolv	disvolvi	to develop, unwind		1	A1	elvolviĝi, malbobeni	ok	
unzip	1	NEW	malzip	malzipi	to unzip		1	A1	maldensigi, malkompaktigi	ok	
upside	1						1	A1		no_match	
upstream	1	NEW	kontraŭflu	kontraŭflua	upstream	kontraŭ+flu	1	A1	kontraŭflue	compound	
upwards	1	LINK	supr	supren	above, up, uphill, upwards, upstairs		1	A1	ĉielen	ok	
urgently	1	NEW	urĝ	urĝe	urgently		1	A1		ok	
utmost	1	LINK	ekstrem	ekstrema	extreme, utmost		1	A1	plejebla, plejeblo	ok	
vacuum	1	NEW	vaku	vakuo	vacuum		1	A1	malplenaĵo	ok	
vibrate	1	NEW	vibr	vibri	to vibrate, oscillate, thrill		1	A1		ok	
vibration	1	LINK	trem	tremo	quiver, quivering, vibration		1	A1	vibrado, vibro	ok	
victor	1	NEW	venkant	venkanto	conqueror, vanquisher, victor		1	A1	venkinto	ok	
vigorously	1						1	A1		no_match	
virtue	1	NEW	virt	virto	morality, vice, virtue		1	A1	bonkvaliteco, solideco	ok	
vivid	1	LINK	hel	hela	bright, brilliant, clear, light, vivid		1	A1	vivovera	ok	
void	1	NEW	vak	vaka	vacant, void		1	A1	dezerteco, malplena, malplenaĵo, malvalida, nuliga	ok	
voyage	1	LINK	vojaĝ	vojaĝi	to journey, travel, voyage		1	A1	navigacii, vojaĝo, vojiro	ok	
wade	1	LINK	vad	vadi	to wade		1	A1	akvotrairi	ok	
waggly	1						1	A1		no_match	
waggy	1						1	A1		no_match	
walkway	1						1	A1		no_match	
wary	1	LINK	atent	atenta	attentive, heedful, wary		1	A1	singardema	ok	
wasteful	1	NEW	malŝparem	malŝparema	extravagant, wasteful		1	A1		ok	
waver	1	NEW	tremet	tremeti	to quiver, shiver, waver, wince		1	A1	ŝanceli	ok	
weaken	1	NEW	adulter	adulteri	to adulterate, dilute, weaken		1	A1	malfortigi, malfortiĝi	ok	
weave	1	LINK	sinu	sinui	to meander, snake, weave		1	A1	teksaranĝo, teksi	ok	
webs	1						1	A1		no_match	
weed	1	NEW	sark	sarki	to hoe, weed, weed out		1	A1	fiherbo, herbaĉo, malbonherbo, trudherbo	ok	
wetness	1	NEW	akvec	akveco	wetness, moisture		1	A1	malsekeco	ok	
wetsuit	1						1	A1		no_match	
whack	1	NEW	bastonad	bastonadi	to beat, beat up, flog, thrash, whack		1	A1		ok	
whimper	1	NEW	aĥ	aĥi	to gasp, whimper		1	A1	ploreti, ploreto	ok	
whirl	1	NEW	kirl	kirli	to curl, froth, stir, whip, whirl		1	A1	siblado, turniĝadi	ok	
whirling	1						1	A1		no_match	
whirr	1	NEW	graŭl	graŭlo	whirr, whir, throb, hum, drone		1	A1		ok	
whiteboard	1						1	A1		no_match	
whiteness	1	NEW	blankec	blankeco	whiteness, white		1	A1		ok	
whoosh	1						1	A1		no_match	
width	1	LINK	larĝ	larĝo	width		1	A1	larĝeco	ok	
wildflower	1						1	A1		no_match	
willingness	1	LINK	vol	volo	will, willingness, wish		1	A1	preteco, volonteco	ok	
windmill	1	NEW	ventmuelil	ventmuelilo	windmill	vent+muel	1	A1	ventogeneratoro	compound	
wingbeat	1						1	A1		no_match	
wonderfully	1	NEW	mirind	mirinde	marvelously, wonderfully		1	A1		ok	
woo	1	NEW	amindum	amindumi	to court, woo		1	A1		ok	reclaimed from proper_noun — confirm not a name
woody	1	NEW	arbarriĉ	arbarriĉa	woody	arbar+riĉ	1	A1		compound	
wordless	1	NEW	senvort	senvorta	speechless, tacit, wordless, without words		1	A1	senparola	ok	
worriedly	1	NEW	zorgoplen	zorgoplene	full of worry, worriedly	zorg+plen	1	A1		compound	
worsen	1	NEW	pliaĉig	pliaĉigi	to worsen		1	A1	pliaĉiĝi	ok	
wrapper	1	LINK	ŝel	ŝelo	bark, husk, peel, shell, pod, rind, skin, wrapper		1	A1	kovrilo	ok	
wreck	1	NEW	pere	pereo	destruction, doom, downfall, fall, perdition, ruin, wreck		1	A1	abortigi, malsukcesigi, vrako	ok	
wriggle	1	NEW	tord	tordi	to contort, twist, warp, wind, wring, wriggle, sprain		1	A1	tordeti	ok	
y	1	NEW	ipsilon	ipsilono	upsilon, Y		1	A1		ok	reclaimed from proper_noun — confirm not a name
ya	1						1	A1		no_match	
yea	1	NEW	hur	hura	hurrah, hurray, yea		1	A1		ok	reclaimed from proper_noun — confirm not a name
yearn	1	NEW	avid	avidi	to be avid, covet, crave, lust, want greatly, desire, yearn (for)		1	A1	deziregi, sopiri	ok	
yip	1						1	A1		no_match	
yummies--	1						1	A1		no_match	
